10257	2040	29.0
10259	3555	43.0
10261	3420	33.0
10262	3918	77.0
10263	1389	61.0
10265	2032	19.0
10266	1047	43.0
10268	1713	16.0
10269	1651	65.0
10270	3615	22.0
10272	1352	76.0
10273	1407	6.0
10275	1643	92.0
10276	2106	91.0
10277	2454	11.0
10281	3053	60.0
10284	3785	89.0
10285	1841	77.0
10286	1250	68.0
10287	2320	51.0
10288	2038	63.0
10290	1124	24.0
10291	2630	46.0
10292	3981	93.0
10293	1103	44.0
10295	3084	22.0
10296	1205	37.0
10297	3119	67.0
10298	3170	61.0
10299	1502	27.0
10300	1633	46.0
10301	2482	52.0
10302	3946	4.0
10303	1574	58.0
10309	1193	84.0
10311	2430	82.0
10312	2908	32.0
10315	2894	68.0
10318	1987	83.0
10319	1586	44.0
10321	3770	52.0
10322	1873	78.0
10323	2931	14.0
10324	1250	5.0
10326	1674	78.0
10327	2217	60.0
10328	1231	46.0
10329	3730	15.0
10330	3423	50.0
10331	2147	62.0
10333	3089	88.0
10334	3066	90.0
10335	3662	83.0
10336	3201	81.0
10338	3666	49.0
10339	3999	19.0
10342	2102	10.0
10347	2967	17.0
10350	1743	94.0
10351	3478	13.0
10352	2290	84.0
10354	3401	19.0
10356	1820	86.0
10358	1467	95.0
10360	3793	19.0
10364	3405	18.0
10365	3830	90.0
10367	1953	4.0
10368	1585	17.0
10369	3476	93.0
10370	3067	55.0
10372	3604	64.0
10373	1020	83.0
10374	2602	71.0
10375	3737	71.0
10377	3105	66.0
10378	2721	65.0
10379	2345	94.0
10380	2852	54.0
10382	1881	65.0
10383	2538	56.0
10387	3024	59.0
10388	1164	94.0
10391	3637	68.0
10392	3121	21.0
10393	1708	57.0
10394	3978	27.0
10396	2353	82.0
10400	3651	91.0
10401	1939	86.0
10403	1745	88.0
10407	3106	91.0
10409	1540	6.0
10414	1094	46.0
10416	3513	88.0
10418	2190	55.0
10419	3265	78.0
10420	1067	38.0
10422	1987	90.0
10423	1416	85.0
10424	1293	45.0
10427	3542	26.0
10428	1019	40.0
10429	3813	14.0
10431	2154	62.0
10433	1011	40.0
10435	1218	22.0
10437	1948	31.0
10438	3198	71.0
10440	3611	17.0
10441	1855	2.0
10443	3035	21.0
10444	3158	72.0
10445	2038	24.0
10447	2621	46.0
10451	3592	3.0
10452	1901	58.0
10453	1003	79.0
10454	2450	23.0
10455	3677	5.0
10456	3609	56.0
10457	2462	37.0
10459	2760	35.0
10464	1388	59.0
10465	3309	93.0
10467	1124	39.0
10469	1454	83.0
10471	1163	29.0
10472	1689	66.0
10473	1983	54.0
10474	3405	56.0
10475	1470	73.0
10477	3228	71.0
10479	2995	71.0
10480	3337	45.0
10481	1270	76.0
10482	2672	94.0
10486	2707	77.0
10488	3528	58.0
10491	2447	75.0
10494	2678	77.0
10495	1367	89.0
10497	2695	75.0
10501	3067	89.0
10502	2160	64.0
10503	2864	66.0
10505	2606	51.0
10506	3001	88.0
10507	1223	32.0
10508	1414	91.0
10510	1820	41.0
10511	3732	60.0
10513	3027	80.0
10515	3618	74.0
10516	3352	94.0
10518	3518	26.0
10519	3749	25.0
10522	2179	18.0
10526	3386	67.0
10527	1548	74.0
10530	1142	16.0
10531	1829	30.0
10532	3306	48.0
10534	1326	81.0
10535	3570	50.0
10537	1952	86.0
10539	2974	33.0
10541	2500	68.0
10542	3797	18.0
10543	1392	11.0
10544	1392	24.0
10547	1913	56.0
10549	1545	86.0
10550	1527	22.0
10552	3801	77.0
10553	1896	72.0
10555	3105	68.0
10557	2453	81.0
10558	1637	85.0
10560	2110	81.0
10562	1078	32.0
10565	2878	91.0
10571	2839	89.0
10572	3781	57.0
10573	3069	85.0
10575	2907	20.0
10576	3268	73.0
10578	2176	18.0
10580	1757	15.0
10582	2774	9.0
10583	2498	4.0
10584	2264	45.0
10586	3304	75.0
10587	3243	56.0
10588	3038	47.0
10589	3329	68.0
10590	1272	54.0
10591	1159	31.0
10592	1465	58.0
10593	2476	77.0
10595	2475	31.0
10596	1549	27.0
10598	2739	82.0
10599	2652	65.0
10603	2641	94.0
10604	2607	48.0
10605	1682	61.0
10606	2679	93.0
10608	1587	57.0
10609	2687	74.0
10610	3886	81.0
10612	1222	94.0
10613	2178	26.0
10614	2652	54.0
10615	3635	50.0
10620	3031	27.0
10622	1677	18.0
10624	2725	40.0
10626	1459	7.0
10628	3995	49.0
10631	1569	20.0
10633	1586	66.0
10634	1562	50.0
10636	3994	92.0
10637	2211	55.0
10639	3621	11.0
10641	2127	75.0
10642	2636	77.0
10645	1295	3.0
10646	1539	87.0
10647	1008	95.0
10648	3744	57.0
10649	2698	95.0
10650	1711	80.0
10654	3415	34.0
10656	1142	4.0
10659	1953	62.0
10660	2476	17.0
10663	1482	60.0
10664	1085	44.0
10669	3837	61.0
10670	2910	35.0
10673	2389	63.0
10674	2651	91.0
10676	1231	70.0
10678	1399	54.0
10682	2835	15.0
10683	1753	63.0
10684	3428	94.0
10685	2156	41.0
10686	3564	31.0
10687	1888	92.0
10688	1718	74.0
10690	3280	29.0
10691	3096	74.0
10695	2097	89.0
10696	3085	34.0
10698	1939	30.0
10700	2313	88.0
10705	1211	38.0
10707	3571	68.0
10708	1176	40.0
10709	3457	38.0
10714	1230	82.0
10715	3156	7.0
10717	2298	7.0
10718	3516	70.0
10720	2520	51.0
10723	2046	68.0
10724	3059	24.0
10725	2781	20.0
10726	3994	28.0
10730	1036	92.0
10733	1371	83.0
10734	1478	68.0
10735	1409	75.0
10737	2729	77.0
10738	3405	7.0
10740	3730	83.0
10741	2428	94.0
10743	2591	4.0
10747	2404	42.0
10751	3694	49.0
10752	2142	10.0
10753	3822	18.0
10758	3679	24.0
10760	3254	11.0
10761	2051	39.0
10762	3159	78.0
10763	3320	91.0
10764	3057	77.0
10765	1945	24.0
10767	3464	47.0
10768	3403	58.0
10769	2430	20.0
10770	3986	95.0
10776	2540	46.0
10779	1810	16.0
10780	1080	78.0
10782	1609	38.0
10788	2837	37.0
10790	3540	66.0
10791	3572	59.0
10792	3243	84.0
10794	3633	63.0
10795	2929	5.0
10797	2680	5.0
10798	1038	46.0
10802	3932	27.0
10803	2079	49.0
10804	2703	53.0
10806	1287	65.0
10807	3823	9.0
10811	2892	83.0
10813	2082	76.0
10816	1501	91.0
10817	3545	49.0
10820	3394	60.0
10821	3110	26.0
10824	1463	30.0
10828	2351	92.0
10829	1181	40.0
10831	1868	81.0
10836	1330	92.0
10837	1312	10.0
10838	2665	75.0
10842	3682	93.0
10843	2735	81.0
10848	3358	7.0
10850	2745	94.0
10851	1452	24.0
10853	3819	55.0
10854	1982	94.0
10856	3480	58.0
10859	3324	48.0
10860	1178	35.0
10865	3384	13.0
10867	1144	87.0
10868	2032	13.0
10870	2428	90.0
10872	1280	95.0
10873	1758	57.0
10874	2313	75.0
10875	1916	71.0
10880	3960	38.0
10881	2711	86.0
10884	1609	93.0
10885	2994	53.0
10886	1719	57.0
10887	2634	85.0
10891	3448	69.0
10892	2830	30.0
10893	1490	72.0
10895	2918	65.0
10897	2702	51.0
10900	1678	36.0
10903	2816	92.0
10904	1778	38.0
10905	2397	77.0
10907	3189	11.0
10909	1871	47.0
10910	3724	50.0
10911	1850	79.0
10912	3889	31.0
10914	2666	72.0
10916	1494	92.0
10917	1331	68.0
10918	1554	95.0
10919	3529	60.0
10923	2203	84.0
10926	2292	22.0
10927	1770	79.0
10929	2761	74.0
10931	2101	19.0
10932	2996	91.0
10933	2781	48.0
10935	2363	83.0
10937	1357	15.0
10938	3682	92.0
10941	1527	77.0
10943	1896	18.0
10944	3783	43.0
10945	2502	67.0
10948	3691	26.0
10950	2687	68.0
10953	1773	70.0
10954	2731	58.0
10955	3088	88.0
10959	3465	19.0
10961	2170	55.0
10962	3732	24.0
10963	1166	68.0
10968	2615	89.0
10969	2374	83.0
10970	1053	46.0
10971	3639	95.0
10972	1534	71.0
10973	2087	60.0
10974	2906	59.0
10976	2339	84.0
10978	1020	45.0
10979	1508	14.0
10980	2216	90.0
10983	2673	73.0
10984	2407	14.0
10985	1907	55.0
10987	1625	3.0
10991	1829	29.0
10993	1241	29.0
10994	2343	46.0
10995	3948	68.0
10996	3407	47.0
10997	2521	28.0
11000	3911	87.0
11001	1761	22.0
11002	2366	71.0
11003	3853	37.0
11004	2481	48.0
11005	2390	39.0
11006	3787	88.0
11007	1381	15.0
11008	2636	59.0
11010	1442	59.0
11012	1944	86.0
11014	1191	81.0
11015	3258	56.0
11016	2167	81.0
11017	3368	85.0
11019	2770	81.0
11020	2245	71.0
11021	3853	34.0
11022	3392	10.0
11025	3270	39.0
11027	2174	88.0
11028	2108	75.0
11029	1196	26.0
11034	1737	48.0
11035	3781	70.0
11036	3623	11.0
11037	1227	93.0
11039	1058	93.0
11040	2802	51.0
11041	3107	80.0
11042	2641	46.0
11043	1016	69.0
11044	3293	17.0
11047	2356	38.0
11049	1696	84.0
11050	2739	47.0
11053	1905	71.0
11057	3470	72.0
11059	2203	84.0
11060	2611	79.0
11061	3744	9.0
11062	1559	37.0
11064	3719	9.0
11065	2198	54.0
11066	2740	94.0
11068	1785	33.0
11069	3402	84.0
11071	2454	94.0
11072	1779	40.0
11074	3480	66.0
11076	1748	80.0
11077	3802	89.0
11078	2745	74.0
11079	1348	41.0
11080	2580	22.0
11081	2168	81.0
11083	1399	33.0
11084	2874	50.0
11085	1701	93.0
11086	3614	76.0
11089	1061	89.0
11092	3231	82.0
11095	3810	84.0
11097	1542	93.0
11098	2203	17.0
11100	3806	10.0
11103	2430	80.0
11105	1290	44.0
11107	1866	55.0
11109	2919	51.0
11110	2008	30.0
11111	3746	8.0
11112	3980	74.0
11113	1798	94.0
11117	1048	55.0
11118	2024	91.0
11119	1264	76.0
11120	2687	24.0
11123	3073	91.0
11125	3867	9.0
11127	1172	36.0
11128	3798	66.0
11129	3415	90.0
11131	1955	79.0
11133	2936	82.0
11137	3689	24.0
11139	3614	19.0
11140	3218	30.0
11141	1810	79.0
11142	3581	67.0
11143	3636	56.0
11144	1237	37.0
11145	3506	54.0
11146	2137	64.0
11149	3690	66.0
11153	3286	44.0
11155	1256	18.0
11157	2554	80.0
11158	1410	30.0
11160	3334	61.0
11162	1587	21.0
11163	3911	89.0
11164	1833	81.0
11166	3419	51.0
11168	3328	57.0
11169	3861	67.0
11171	2899	42.0
11172	1668	22.0
11173	2473	39.0
11175	3084	60.0
11177	3384	78.0
11179	3964	12.0
11180	2613	47.0
11182	2146	19.0
11183	1740	93.0
11184	2110	16.0
11185	3733	94.0
11186	3986	48.0
11187	2997	86.0
11189	1300	24.0
11191	2887	40.0
11193	1903	68.0
11194	1082	75.0
11196	1285	66.0
11198	1033	84.0
11200	1277	44.0
11201	2852	91.0
11203	2170	57.0
11205	2881	82.0
11206	2651	25.0
11209	3796	45.0
11210	3206	73.0
11212	3061	86.0
11213	2512	32.0
11215	2094	35.0
11216	1705	81.0
11219	2280	38.0
11220	2499	74.0
11221	2174	52.0
11224	1322	70.0
11225	1922	18.0
11227	3291	15.0
11229	3562	80.0
11230	1073	82.0
11232	3274	42.0
11233	1500	3.0
11236	1780	66.0
11237	1228	90.0
11241	3629	3.0
11242	1095	91.0
11244	3459	30.0
11246	2752	49.0
11247	1353	74.0
11248	2323	81.0
11249	3505	3.0
11250	1902	78.0
11251	1496	25.0
11253	1571	83.0
11256	1062	58.0
11257	2383	31.0
11258	1387	47.0
11259	3057	19.0
11262	1309	6.0
11264	2706	88.0
11266	3114	88.0
11269	3201	80.0
11270	2469	81.0
11271	3989	4.0
11272	3781	28.0
11273	3187	6.0
11274	2408	18.0
11275	1705	5.0
11277	2256	17.0
11281	2533	25.0
11282	2757	78.0
11285	1120	39.0
11286	2930	62.0
11290	2327	82.0
11291	2482	35.0
11294	1352	16.0
11295	1027	53.0
11297	2041	50.0
11299	3869	45.0
11301	3737	32.0
11302	2813	57.0
11303	1491	35.0
11306	1241	41.0
11308	3463	64.0
11310	3553	53.0
11312	1419	89.0
11313	3747	83.0
11315	3898	88.0
11316	1843	86.0
11318	1029	42.0
11319	3810	31.0
11320	2844	38.0
11321	2727	77.0
11323	1597	95.0
11325	1908	60.0
11326	3448	6.0
11327	2316	81.0
11329	3556	48.0
11330	1881	95.0
11332	2126	69.0
11333	2550	15.0
11334	3393	77.0
11336	3040	9.0
11338	1784	63.0
11339	1130	8.0
11341	3428	84.0
11344	3523	60.0
11346	1200	54.0
11350	1727	20.0
11352	1297	9.0
11354	3053	79.0
11357	2574	35.0
11361	1054	50.0
11362	1255	16.0
11363	3016	41.0
11364	1364	45.0
11365	2430	63.0
11368	1305	44.0
11369	3515	32.0
11370	2903	74.0
11372	1396	37.0
11373	2511	42.0
11374	2284	80.0
11375	2070	62.0
11377	3372	83.0
11380	1117	67.0
11381	3694	72.0
11382	1828	11.0
11383	2912	68.0
11385	2637	92.0
11387	2689	60.0
11388	2274	30.0
11390	2303	21.0
11391	2234	76.0
11392	3911	49.0
11396	1391	82.0
11398	3835	12.0
11403	2293	56.0
11404	3735	20.0
11406	2074	76.0
11407	2390	57.0
11411	3421	65.0
11413	3409	71.0
11415	3953	78.0
11421	3751	38.0
11422	3594	91.0
11423	2675	42.0
11424	3470	59.0
11425	3611	49.0
11427	2769	42.0
11428	2209	10.0
11431	1846	63.0
11435	3748	92.0
11436	3436	92.0
11437	1421	62.0
11438	1519	61.0
11439	2075	85.0
11440	2275	73.0
11442	3736	62.0
11443	3943	84.0
11444	2812	45.0
11445	2823	33.0
11446	1369	36.0
11448	1012	34.0
11449	3319	47.0
11451	1910	68.0
11453	3849	93.0
11454	2941	62.0
11456	1213	60.0
11458	1342	75.0
11459	1366	87.0
11461	1102	74.0
11462	1523	45.0
11465	3622	86.0
11466	1600	23.0
11469	1712	75.0
11472	2023	7.0
11473	2439	79.0
11474	3600	37.0
11476	1727	91.0
11478	3815	80.0
11482	2657	36.0
11484	3237	49.0
11485	1258	33.0
11488	1116	95.0
11490	3460	34.0
11491	2863	24.0
11495	2576	45.0
11497	1605	42.0
11499	2477	91.0
11500	3844	71.0
11501	1342	15.0
11503	2767	62.0
11505	2421	94.0
11506	2654	32.0
11509	2943	39.0
11510	1365	43.0
11511	1093	62.0
11512	1867	51.0
11513	2123	13.0
11518	2912	95.0
11519	1463	92.0
11521	2232	63.0
11522	2539	49.0
11523	3890	22.0
11525	2449	81.0
11526	2522	41.0
11527	2097	50.0
11532	3729	84.0
11535	1277	22.0
11539	3104	39.0
11541	1966	93.0
11542	1710	92.0
11543	3298	91.0
11546	2080	53.0
11548	2210	13.0
11549	2111	63.0
11551	1624	22.0
11552	3534	65.0
11553	2740	70.0
11555	3431	94.0
11556	1774	82.0
11557	3439	68.0
11561	2330	34.0
11562	2225	90.0
11563	2400	6.0
11565	3608	78.0
11568	3401	13.0
11571	1548	78.0
11572	1208	86.0
11573	1403	15.0
11574	3772	46.0
11575	3007	76.0
11577	3101	32.0
11579	1052	72.0
11582	2793	32.0
11583	1362	77.0
11585	1672	89.0
11588	2943	77.0
11589	3769	34.0
11590	1133	58.0
11591	3990	70.0
11592	3401	54.0
11593	1373	48.0
11594	2351	75.0
11598	2963	91.0
11599	2265	22.0
11600	2482	37.0
11603	1211	47.0
11606	1514	49.0
11607	2164	87.0
11608	1854	49.0
11609	2771	28.0
11610	3389	36.0
11611	3048	34.0
11612	2801	81.0
11613	3837	59.0
11614	2581	68.0
11616	2531	52.0
11619	2128	86.0
11621	1124	86.0
11622	1870	82.0
11624	3113	46.0
11625	3454	59.0
11626	3182	31.0
11627	1621	16.0
11628	1334	91.0
11630	2120	17.0
11631	3818	57.0
11632	1331	78.0
11633	2793	70.0
11635	2203	26.0
11636	1291	86.0
11637	2119	76.0
11639	3226	67.0
11641	3933	29.0
11642	3772	29.0
11643	1174	95.0
11644	2580	91.0
11645	2407	35.0
11647	1613	23.0
11648	1648	66.0
11649	3449	17.0
11650	3618	30.0
11651	2269	17.0
11652	1198	73.0
11654	3638	74.0
11655	2795	61.0
11656	3566	52.0
11657	3577	60.0
11658	3179	46.0
11659	3123	82.0
11663	3259	63.0
11665	3892	38.0
11670	1444	44.0
11671	1230	84.0
11672	2180	48.0
11676	3203	66.0
11677	2092	41.0
11682	1513	78.0
11683	1606	24.0
11684	3567	61.0
11685	2935	74.0
11687	2659	95.0
11688	3911	61.0
11690	1694	59.0
11694	2404	11.0
11697	1574	58.0
11702	2967	5.0
11704	1668	57.0
11705	3885	3.0
11708	2889	14.0
11709	3227	85.0
11710	2010	92.0
11711	3723	63.0
11715	3407	56.0
11717	2988	75.0
11718	1927	92.0
11720	3295	57.0
11721	1070	11.0
11723	2301	66.0
11724	3426	67.0
11725	2223	58.0
11726	2772	34.0
11727	3378	94.0
11728	2025	69.0
11729	1969	44.0
11730	3731	86.0
11732	3667	28.0
11733	1252	45.0
11735	3979	34.0
11737	2743	73.0
11738	3395	5.0
11739	3362	43.0
11742	2304	15.0
11743	1691	61.0
11744	1272	79.0
11748	1812	66.0
11750	3184	24.0
11751	1411	65.0
11752	1091	4.0
11755	2790	80.0
11756	3744	74.0
11757	2732	30.0
11763	3462	66.0
11764	3938	43.0
11766	1828	68.0
11767	2904	34.0
11768	2274	52.0
11769	3962	57.0
11770	1060	61.0
11771	3159	19.0
11772	3646	93.0
11774	2062	62.0
11775	2183	86.0
11776	2157	23.0
11777	3790	40.0
11780	3483	92.0
11784	3623	39.0
11786	2959	14.0
11787	2366	67.0
11788	1113	51.0
11789	1510	63.0
11790	1499	31.0
11791	3884	90.0
11792	3699	50.0
11793	1819	94.0
11795	3232	38.0
11799	3762	84.0
11801	2605	38.0
11803	1898	19.0
11805	2575	82.0
11807	2744	80.0
11808	1505	88.0
11809	3605	73.0
11811	2701	90.0
11812	1934	80.0
11813	2854	82.0
11820	3855	33.0
11827	2047	33.0
11830	1536	90.0
11836	1896	42.0
11837	2401	63.0
11838	3029	14.0
11841	3907	94.0
11842	1047	34.0
11843	1927	13.0
11844	3776	16.0
11846	1523	71.0
11848	3150	69.0
11849	2408	74.0
11851	1043	74.0
11853	2844	42.0
11854	2044	17.0
11856	2193	12.0
11858	1102	4.0
11859	3492	82.0
11860	1680	83.0
11861	2420	80.0
11863	3081	32.0
11865	2456	33.0
11867	1946	91.0
11868	3170	30.0
11872	3569	77.0
11873	3544	78.0
11874	3093	86.0
11875	1853	78.0
11879	3162	64.0
11882	1059	28.0
11883	3458	15.0
11884	1255	68.0
11885	2992	78.0
11887	2876	29.0
11888	1380	36.0
11890	2394	26.0
11891	1143	87.0
11893	3776	13.0
11894	2455	50.0
11895	1204	26.0
11896	3817	2.0
11898	2269	88.0
11899	1194	81.0
11900	1810	34.0
11902	3648	72.0
11905	3794	85.0
11909	1702	65.0
11910	1554	71.0
11912	2097	88.0
11917	1864	39.0
11920	2908	77.0
11922	2911	87.0
11923	3403	68.0
11924	3276	35.0
11925	3415	56.0
11926	2405	42.0
11927	2642	78.0
11930	1185	83.0
11931	2875	6.0
11932	3504	51.0
11933	3666	62.0
11934	1766	35.0
11935	2886	53.0
11936	1001	68.0
11937	2889	89.0
11941	2911	75.0
11942	2476	51.0
11944	3363	53.0
11947	3779	56.0
11949	2655	21.0
11950	2104	39.0
11952	3854	25.0
11953	3722	65.0
11954	2884	40.0
11955	2590	71.0
11960	2331	57.0
11961	2232	22.0
11962	2109	5.0
11966	1213	64.0
11967	1844	16.0
11968	1902	73.0
11971	2472	6.0
11972	2920	31.0
11973	3301	18.0
11974	2076	78.0
11977	3353	59.0
11979	1920	56.0
11980	2650	75.0
11982	3656	87.0
11983	1747	15.0
11985	3136	35.0
11987	1166	61.0
11988	1352	30.0
11989	1887	45.0
11992	1410	44.0
11993	1555	31.0
11996	2256	46.0
11997	2149	12.0
11998	3702	71.0
11999	2157	16.0
12002	1141	71.0
12004	3259	95.0
12007	1855	44.0
12008	2997	92.0
12009	2279	36.0
12010	2732	19.0
12012	2977	73.0
12013	1441	63.0
12014	2632	29.0
12015	1203	45.0
12016	1359	50.0
12018	1523	23.0
12019	3945	80.0
12020	1894	12.0
12021	2759	18.0
12023	3927	24.0
12024	3590	16.0
12026	1972	31.0
12027	3776	11.0
12032	1739	85.0
12033	2628	7.0
12034	1901	88.0
12035	2393	54.0
12039	1846	79.0
12040	3168	76.0
12044	2068	11.0
12045	1159	93.0
12046	3876	83.0
12049	3378	36.0
12050	2872	83.0
12052	3104	2.0
12053	2675	73.0
12054	1255	16.0
12057	1939	85.0
12058	2363	81.0
12059	2710	95.0
12060	3587	95.0
12061	2873	15.0
12064	1982	39.0
12065	3581	88.0
12069	2764	5.0
12070	2698	62.0
12071	3525	66.0
12072	3906	56.0
12073	3178	47.0
12075	3653	23.0
12076	1296	43.0
12080	3183	82.0
12081	1112	60.0
12083	3615	29.0
12085	1550	85.0
12087	1287	88.0
12088	2402	73.0
12089	3495	39.0
12090	3766	46.0
12091	2907	90.0
12092	2400	34.0
12093	3842	14.0
12095	1936	87.0
12096	3688	85.0
12098	1484	9.0
12101	3974	85.0
12102	3955	81.0
12104	3481	5.0
12107	1952	13.0
12108	1468	22.0
12111	3062	29.0
12112	1264	70.0
12114	1393	78.0
12115	3632	91.0
12116	1567	89.0
12119	1626	75.0
12120	3568	4.0
12123	3353	91.0
12126	1034	70.0
12130	2825	37.0
12131	2053	94.0
12133	3533	72.0
12137	1452	95.0
12138	2335	52.0
12139	3652	56.0
12142	1143	60.0
12143	3424	21.0
12147	2089	48.0
12148	3353	55.0
12151	2624	52.0
12152	2528	42.0
12153	3659	58.0
12154	2097	19.0
12155	3024	81.0
12156	2884	16.0
12157	3565	65.0
12160	2233	32.0
12162	3701	19.0
12163	2162	77.0
12164	1660	56.0
12165	3242	66.0
12168	2570	75.0
12169	3847	71.0
12170	1079	49.0
12173	1478	31.0
12174	2330	53.0
12175	1278	69.0
12176	3203	60.0
12177	1120	83.0
12178	3452	87.0
12179	1551	77.0
12180	1736	37.0
12181	2877	26.0
12182	2762	82.0
12183	2166	47.0
12184	2200	47.0
12186	1868	57.0
12187	3365	84.0
12188	1776	81.0
12189	3235	5.0
12192	1250	2.0
12193	1314	73.0
12194	3915	54.0
12195	1978	10.0
12196	2024	29.0
12198	2791	28.0
12201	1817	69.0
12202	2169	10.0
12204	1265	13.0
12205	3896	61.0
12207	2940	70.0
12208	1342	35.0
12210	3735	66.0
12212	2240	82.0
12214	2078	4.0
12215	3464	93.0
12218	3153	84.0
12220	3249	57.0
12222	1283	94.0
12223	3716	17.0
12224	1774	43.0
12226	1464	8.0
12227	3738	71.0
12230	3119	3.0
12232	3055	59.0
12233	1966	51.0
12235	3180	13.0
12237	3559	68.0
12238	3231	83.0
12240	3009	48.0
12241	3464	87.0
12243	1169	11.0
12244	1808	36.0
12246	2958	76.0
12247	2341	24.0
12248	3914	84.0
12249	1342	78.0
12250	3940	10.0
12251	1041	5.0
12253	3025	67.0
12254	2414	61.0
12255	1209	80.0
12256	2733	12.0
12258	1722	39.0
12260	3796	89.0
12263	2719	75.0
12264	2413	45.0
12265	1636	38.0
12266	1890	50.0
12267	3021	77.0
12268	1538	75.0
12269	2523	28.0
12270	1825	9.0
12272	1115	2.0
12275	1424	94.0
12278	1304	45.0
12280	2055	4.0
12281	3738	12.0
12282	3875	72.0
12283	3009	82.0
12284	1917	32.0
12286	2090	67.0
12287	1690	37.0
12288	2810	13.0
12289	3052	41.0
12290	2494	82.0
12291	2662	81.0
12292	2121	41.0
12293	2770	57.0
12294	2838	82.0
12295	1879	78.0
12296	3116	93.0
12299	1028	50.0
12300	3758	12.0
12301	1984	46.0
12306	1059	77.0
12307	3145	72.0
12310	3044	68.0
12312	2114	75.0
12313	2891	72.0
12315	2702	75.0
12317	2578	51.0
12318	3737	83.0
12319	1919	20.0
12320	3160	82.0
12321	2553	4.0
12322	3621	52.0
12323	3546	39.0
12326	1590	20.0
12328	3125	78.0
12329	3882	89.0
12332	3420	4.0
12333	2499	88.0
12334	3524	88.0
12335	3728	33.0
12337	1292	36.0
12338	3427	14.0
12341	2159	47.0
12345	2889	71.0
12346	1791	38.0
12347	3999	66.0
12349	1571	35.0
12350	3567	24.0
12352	1183	92.0
12353	3615	22.0
12355	3955	87.0
12356	3439	26.0
12357	1644	32.0
12360	3119	12.0
12362	1864	41.0
12364	3427	86.0
12365	2627	44.0
12367	2490	93.0
12368	3635	57.0
12369	3831	46.0
12371	2545	72.0
12372	1541	39.0
12374	1918	19.0
12375	1516	74.0
12376	2643	63.0
12377	1040	67.0
12379	1310	52.0
12381	3819	73.0
12384	2647	91.0
12385	1395	60.0
12386	3099	65.0
12388	2572	12.0
12392	2731	72.0
12393	2723	83.0
12394	1077	44.0
12397	1665	39.0
12400	3794	46.0
12401	3794	12.0
12403	3161	20.0
12404	2143	62.0
12405	1855	75.0
12411	2145	28.0
12413	3386	91.0
12414	1501	42.0
12416	2649	8.0
12418	1583	59.0
12419	3366	39.0
12420	1493	77.0
12422	2184	52.0
12426	2384	78.0
12427	3506	84.0
